"RecordID";"TimeStamp";"DeltaToUTC";"UserID";"ObjectID";"Description";"Comment";"Checksum"
0;"05/03/2019 06:23:21";"-1:00";"Système";"Application";"Nouveau fichier journal lors de l'exécution de WinCC Runtime Advanced V15.0 sur le pupitre opérateur HMI_Panel. Projet : 'MSD_V3-1_V15.HMI_MSD/Intervet - 0' Version 40, créé avec WinCC Advanced V15";;irIdhv
573360;"05/03/2019 06:23:19";"-1:00";"BCO";"LOT: A094";"Lancé par HMI.";;adcKDK
573361;"05/03/2019 06:23:19";"-1:00";"BCO";"PHASE: PHASE ENREGISTREMENT DE DONNÉES ETAPE: 1 LOT EN COURS";"Changement d'étape";;pLtnqs
573362;"05/03/2019 06:40:13";"-1:00";"BCO";"PESONS";"Remise à zero";;Yf/xtS
573363;"05/03/2019 06:55:25";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;Nv9kTZ
573364;"05/03/2019 08:17:13";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur 'BCO' a ouvert une session avec le groupe 'Technicien de prod.'.";;1ROflY
573365;"05/03/2019 08:18:47";"-1:00";"BCO";"Gestion des utilisateurs";"L'utilisateur 'BCO' a ouvert une session avec le groupe 'Technicien de prod.'.";;o2Jk0/
573366;"05/03/2019 08:19:23";"-1:00";"BCO";"CONSIGNE: RECETTE DE PRODUCTION  - Recette Choisie: 1 _ Aquasol 8000l";"Valeur :1";;e4sBIu
573367;"05/03/2019 08:19:23";"-1:00";"BCO";"CONSIGNE: RECETTE DE PRODUCTION  SP002 - Numéro du premier pas de la recette de production";"Valeur :1";;YDeAvh
573368;"05/03/2019 08:19:41";"-1:00";"BCO";"PHASE: RECETTE DE PRODUCTION RECETTE : Aquasol 8000l";"Demande de lancement";;7tP2A2
573369;"05/03/2019 08:19:41";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;TBwWFO
573370;"05/03/2019 08:19:41";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;eZqUTc
573371;"05/03/2019 08:19:41";"-1:00";"BCO";"RECETTE: RECETTE DE PRODUCTION PAS N°1: PHASE N°0 - SÉLÉCTIONNER UNE PHASE";"Changement du pas de la recette";;RgmpVA
573372;"05/03/2019 08:19:41";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 1 DEBUT CHARGEMENT";"Changement d'étape";;J/kWII
573373;"05/03/2019 08:19:41";"-1:00";"BCO";"PHASE: RECETTE DE PRODUCTION ETAPE: 2 LANCEMENT PHASE PROD";"Changement d'étape";;aBEdcR
573374;"05/03/2019 08:20:31";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Confirmation opérateur";;0KtvFJ
573375;"05/03/2019 08:20:31";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 2 REMPLISSAGE";"Changement d'étape";;e5TqfT
573376;"05/03/2019 08:36:49";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;KLNT8C
573377;"05/03/2019 08:54:57";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 3 STABILISATION";"Changement d'étape";;6LBNWZ
573378;"05/03/2019 08:55:11";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 5 APPOINT";"Changement d'étape";;M9LxPG
573379;"05/03/2019 08:55:13";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 3 STABILISATION";"Changement d'étape";;WfS5te
573380;"05/03/2019 08:55:27";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 5 APPOINT";"Changement d'étape";;amxhh9
573381;"05/03/2019 08:55:29";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 3 STABILISATION";"Changement d'étape";;CcmADd
573382;"05/03/2019 08:55:45";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;EmDAA3
573383;"05/03/2019 08:55:45";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 4 FIN CHARGEMENT";"Changement d'étape";;fmRGq8
573384;"05/03/2019 08:57:43";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;6k22w6
573385;"05/03/2019 08:57:43";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;PU36/F
573386;"05/03/2019 08:57:43";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;kH89yE
573387;"05/03/2019 08:57:43";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;SZTy0q
573388;"05/03/2019 08:58:01";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;sj1Z/q
573389;"05/03/2019 08:58:01";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;06GSm9
573390;"05/03/2019 08:58:01";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;uCi0U7
573391;"05/03/2019 08:58:01";"-1:00";;"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;3LT7uT
573392;"05/03/2019 08:58:07";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur 'BCO' a ouvert une session avec le groupe 'Technicien de prod.'.";;V4guaS
573393;"05/03/2019 08:58:47";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;p4M2AF
573394;"05/03/2019 08:58:47";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;0gB/LR
573395;"05/03/2019 08:58:49";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;IRtgS9
573396;"05/03/2019 08:58:49";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;zF3jvw
573397;"05/03/2019 08:58:53";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;4pACuG
573398;"05/03/2019 08:58:53";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;r9YgcQ
573399;"05/03/2019 08:58:57";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;MkNM3B
573400;"05/03/2019 08:58:57";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;FYjOv6
573401;"05/03/2019 08:58:57";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;XQLBf4
573402;"05/03/2019 08:58:57";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;R0qMHC
573403;"05/03/2019 08:58:59";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;nQdNGZ
573404;"05/03/2019 08:58:59";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;Z2hZD+
573405;"05/03/2019 08:58:59";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;ZHNNL/
573406;"05/03/2019 08:58:59";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;wBPtZy
573407;"05/03/2019 08:58:59";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;CYq72u
573408;"05/03/2019 08:58:59";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;Ckl9BZ
573409;"05/03/2019 08:59:01";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;i5Ia4d
573410;"05/03/2019 08:59:01";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;y3Kwip
573411;"05/03/2019 08:59:03";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;4jONUy
573412;"05/03/2019 08:59:03";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;RPjc/7
573413;"05/03/2019 08:59:03";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;mxdcpV
573414;"05/03/2019 08:59:03";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;U9n556
573415;"05/03/2019 08:59:03";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;s41Yht
573416;"05/03/2019 08:59:03";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;3y1tCh
573417;"05/03/2019 08:59:05";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;iPFutx
573418;"05/03/2019 08:59:05";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;NvxUf7
573419;"05/03/2019 08:59:07";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;8qWuzW
573420;"05/03/2019 08:59:07";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;b3lqIF
573421;"05/03/2019 08:59:07";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;HQcdA3
573422;"05/03/2019 08:59:07";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;ZHg4PL
573423;"05/03/2019 08:59:07";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;ruYJwa
573424;"05/03/2019 08:59:07";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;jp0C/C
573425;"05/03/2019 08:59:07";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;W+wejt
573426;"05/03/2019 08:59:07";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;Kxhvhv
573427;"05/03/2019 08:59:09";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;PTa0Mc
573428;"05/03/2019 08:59:09";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;nFvZpj
573429;"05/03/2019 08:59:09";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;7NEERS
573430;"05/03/2019 08:59:09";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;eiQg8p
573431;"05/03/2019 08:59:11";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;vF+Lxp
573432;"05/03/2019 08:59:11";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;JjRRk9
573433;"05/03/2019 08:59:11";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;tt7tNI
573434;"05/03/2019 08:59:11";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;8EkXNT
573435;"05/03/2019 08:59:13";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;jWWl6P
573436;"05/03/2019 08:59:13";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;zfmspN
573437;"05/03/2019 09:00:21";"-1:00";"BCO";"Alarme: 112";"Acquittement de l'alarme '112_ALARME DEVIATION CHARGEMENT EAU PURFIEE' de l'automate HMI_Liaison_1.";;R+LN1u
573438;"05/03/2019 09:00:37";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Confirmation opérateur";;gY4hxm
573439;"05/03/2019 09:00:37";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE";"En Marche";;3vks6z
573440;"05/03/2019 09:00:37";"-1:00";"BCO";"RECETTE: RECETTE DE PRODUCTION PAS N°2: PHASE N°2 - CHARGEMENT EAU PURIFIÉE";"Changement du pas de la recette";;q4FELH
573441;"05/03/2019 09:00:37";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE ETAPE: 1 CHAUFFAGE CUVE";"Changement d'étape";;+neNha
573442;"05/03/2019 09:00:37";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 0 REPOS";"Changement d'étape";;KjvFrH
573443;"05/03/2019 09:00:47";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE";"En Défaut";;AEVtLM
573444;"05/03/2019 09:13:31";"-1:00";"BCO";"PHASE: PHASE ENREGISTREMENT DE DONNÉES";"En Défaut";;xq3+3Q
573445;"05/03/2019 09:13:31";"-1:00";"BCO";"PHASE: RECETTE DE PRODUCTION";"En Défaut";;Ju88Ky
573446;"05/03/2019 09:14:05";"-1:00";"BCO";"Alarme: 16";"Acquittement de l'alarme '16_DEFAUT PROFIBUS @5 : VARIATEUR AGITATION TRIPALE' de l'automate HMI_Liaison_1.";;zenMGV
573447;"05/03/2019 09:14:05";"-1:00";"BCO";"PHASE: PHASE ENREGISTREMENT DE DONNÉES";"En Marche";;fBQhie
573448;"05/03/2019 09:14:15";"-1:00";"BCO";"Alarme: 42";"Acquittement de l'alarme '42_DYSFONCTIONNEMENT AGITATEUR TRIPALE' de l'automate HMI_Liaison_1.";;mPZesV
573449;"05/03/2019 09:14:21";"-1:00";"BCO";"Alarme: 42";"Acquittement de l'alarme '42_DYSFONCTIONNEMENT AGITATEUR TRIPALE' de l'automate HMI_Liaison_1.";;UKIdQp
573450;"05/03/2019 09:14:49";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE";"Demande de redémarrage";;qUf0GP
573451;"05/03/2019 09:15:13";"-1:00";"BCO";"Alarme: 42";"Acquittement de l'alarme '42_DYSFONCTIONNEMENT AGITATEUR TRIPALE' de l'automate HMI_Liaison_1.";;wstKbY
573452;"05/03/2019 09:16:29";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE";"Demande de redémarrage";;zc7L9A
573453;"05/03/2019 09:17:01";"-1:00";"BCO";"DECONNEXION";"-";;tWaz9S
573454;"05/03/2019 09:17:01";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;X+Pc7h
573455;"05/03/2019 09:17:13";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur pg a essayé 1 fois de suite d'ouvrir une session sans succès.";;E6Hj6b
573456;"05/03/2019 09:17:21";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur 'pg' a ouvert une session avec le groupe 'Administrateurs'.";;uGgoT1
573457;"05/03/2019 09:17:25";"-1:00";"pg";"FORÇAGES: Virtu_AGT_100_01-Ordre de marche Agitation tripale";"Forçage à 0";;3HzPQn
573458;"05/03/2019 09:17:35";"-1:00";"pg";"PHASE: GESTION TEMPERATURE";"Demande de redémarrage";;7DPwE4
573459;"05/03/2019 09:17:43";"-1:00";"pg";"FORÇAGES: Virtu_AGT_100_01-Ordre de marche Agitation tripale";"Etat neutre";;LY8Avz
573460;"05/03/2019 09:18:01";"-1:00";"pg";"PHASE: RECETTE DE PRODUCTION";"Demande de redémarrage";;YXwUhz
573461;"05/03/2019 09:18:27";"-1:00";"pg";"DECONNEXION";"-";;wZttKx
573462;"05/03/2019 09:18:27";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;VsYoGs
573463;"05/03/2019 09:51:59";"-1:00";;"PHASE: GESTION TEMPERATURE ETAPE: 2 VIDANGE  DE";"Changement d'étape";;O344qe
573464;"05/03/2019 09:52:59";"-1:00";;"PHASE: GESTION TEMPERATURE ETAPE: 0 REPOS";"Changement d'étape";;H1DDXE
573465;"05/03/2019 09:52:59";"-1:00";;"PHASE: GESTION TEMPERATURE";"Annulée";;vD/4Sp
573466;"05/03/2019 09:53:25";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur 'RNP' a ouvert une session avec le groupe 'Technicien de prod.'.";;pvbStI
573467;"05/03/2019 10:05:37";"-1:00";"RNP";"DECONNEXION";"-";;fnEpmX
573468;"05/03/2019 10:05:37";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;Knc/uT
573469;"05/03/2019 10:05:49";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur 'pg' a ouvert une session avec le groupe 'Administrateurs'.";;m2Phs3
573470;"05/03/2019 10:05:55";"-1:00";"pg";"PHASE: RECETTE DE PRODUCTION";"Demande de pause";;GZgoNB
573471;"05/03/2019 10:05:59";"-1:00";"pg";"PHASE: RECETTE DE PRODUCTION RECETTE : Aquasol 8000l";"Demande d'annulation";;+VZ26j
573472;"05/03/2019 10:05:59";"-1:00";"pg";"RECETTE: RECETTE DE PRODUCTION PAS N°0: PHASE N°0 - SÉLÉCTIONNER UNE PHASE";"Changement du pas de la recette";;ZVo1au
573473;"05/03/2019 10:05:59";"-1:00";"pg";"PHASE: RECETTE DE PRODUCTION ETAPE: 0 REPOS";"Changement d'étape";;wYsyD3
573474;"05/03/2019 10:06:09";"-1:00";"pg";"CONSIGNE: RECETTE DE PRODUCTION  - Recette Choisie: 1 _ Aquasol 8000l";"Valeur :1";;CwZrgT
573475;"05/03/2019 10:06:09";"-1:00";"pg";"CONSIGNE: RECETTE DE PRODUCTION  SP002 - Numéro du premier pas de la recette de production";"Valeur :2";;lJqRcV
573476;"05/03/2019 10:06:11";"-1:00";"pg";"PHASE: RECETTE DE PRODUCTION RECETTE : Aquasol 8000l";"Demande de lancement";;29ZHfS
573477;"05/03/2019 10:06:11";"-1:00";"pg";"PHASE: RECETTE DE PRODUCTION ETAPE: 2 LANCEMENT PHASE PROD";"Changement d'étape";;h9iy5P
573478;"05/03/2019 10:06:11";"-1:00";"pg";"RECETTE: RECETTE DE PRODUCTION PAS N°2: PHASE N°0 - SÉLÉCTIONNER UNE PHASE";"Changement du pas de la recette";;cpb1AZ
573479;"05/03/2019 10:06:13";"-1:00";"pg";"PHASE: GESTION TEMPERATURE";"En Marche";;SCRWHs
573480;"05/03/2019 10:06:13";"-1:00";"pg";"PHASE: GESTION TEMPERATURE ETAPE: 3 ARRET GROUPE FROID";"Changement d'étape";;GxM9A1
573481;"05/03/2019 10:06:21";"-1:00";"pg";"PHASE: GESTION TEMPERATURE";"Demande de pause";;oWg8J6
573482;"05/03/2019 10:06:23";"-1:00";"pg";"PHASE: GESTION TEMPERATURE";"Demande d'annulation";;Ruor6q
573483;"05/03/2019 10:06:23";"-1:00";"pg";"PHASE: GESTION TEMPERATURE ETAPE: 0 REPOS";"Changement d'étape";;lRWQ/d
573484;"05/03/2019 10:06:25";"-1:00";"pg";"PHASE: RECETTE DE PRODUCTION";"Demande de pause";;2HxESH
573485;"05/03/2019 10:06:27";"-1:00";"pg";"PHASE: RECETTE DE PRODUCTION RECETTE : Aquasol 8000l";"Demande d'annulation";;PdolAR
573486;"05/03/2019 10:06:27";"-1:00";"pg";"RECETTE: RECETTE DE PRODUCTION PAS N°0: PHASE N°0 - SÉLÉCTIONNER UNE PHASE";"Changement du pas de la recette";;parW9H
573487;"05/03/2019 10:06:27";"-1:00";"pg";"PHASE: RECETTE DE PRODUCTION ETAPE: 0 REPOS";"Changement d'étape";;eI/lis
573488;"05/03/2019 10:07:17";"-1:00";"pg";"CONSIGNE: RECETTE DE PRODUCTION  - Recette Choisie: 1 _ Aquasol 8000l";"Valeur :1";;4zZghd
573489;"05/03/2019 10:07:17";"-1:00";"pg";"CONSIGNE: RECETTE DE PRODUCTION  SP002 - Numéro du premier pas de la recette de production";"Valeur :3";;2QP/OK
573490;"05/03/2019 10:07:23";"-1:00";"pg";"PHASE: RECETTE DE PRODUCTION RECETTE : Aquasol 8000l";"Demande de lancement";;LUgKyx
573491;"05/03/2019 10:07:23";"-1:00";"pg";"PHASE: GESTION POMPE YSTRAL";"En Marche";;GRP3qG
573492;"05/03/2019 10:07:23";"-1:00";"pg";"PHASE: INTRODUCTION LIQUIDES";"En Marche";;D/lf7w
573493;"05/03/2019 10:07:23";"-1:00";"pg";"RECETTE: RECETTE DE PRODUCTION PAS N°3: PHASE N°4 - INTRODUCTION LIQUIDES";"Changement du pas de la recette";;0TxSjH
573494;"05/03/2019 10:07:23";"-1:00";"pg";"PHASE: GESTION POMPE YSTRAL ETAPE: 1 REFROIDISSEMENT";"Changement d'étape";;/lVAa0
573495;"05/03/2019 10:07:23";"-1:00";"pg";"PHASE: INTRODUCTION LIQUIDES ETAPE: 1 RECIRCULATION";"Changement d'étape";;9YgiuP
573496;"05/03/2019 10:07:23";"-1:00";"pg";"PHASE: RECETTE DE PRODUCTION ETAPE: 2 LANCEMENT PHASE PROD";"Changement d'étape";;+Ep5Ka
573497;"05/03/2019 10:07:31";"-1:00";"pg";"PHASE: GESTION POMPE YSTRAL ETAPE: 2 DEMARRAGE POMPE ";"Changement d'étape";;i7CFMv
573498;"05/03/2019 10:07:33";"-1:00";"pg";"PHASE: GESTION POMPE YSTRAL ETAPE: 3 AUTOR. SORTIE PROD";"Changement d'étape";;8YSs1h
573499;"05/03/2019 10:07:35";"-1:00";"pg";"PHASE: GESTION POMPE YSTRAL ETAPE: 4 MODE STAND-BY";"Changement d'étape";;16OqbL
573500;"05/03/2019 10:08:23";"-1:00";"pg";"PHASE: INTRODUCTION LIQUIDES";"Appel Opérateur";;KjlcVK
573501;"05/03/2019 10:10:23";"-1:00";"pg";"PHASE: INTRODUCTION LIQUIDES";"Confirmation opérateur";;Ce4mWJ
573502;"05/03/2019 10:10:23";"-1:00";"pg";"PHASE: GESTION POMPE YSTRAL ETAPE: 7 MODE DISPERSING";"Changement d'étape";;Xfv3af
573503;"05/03/2019 10:10:23";"-1:00";"pg";"PHASE: INTRODUCTION LIQUIDES ETAPE: 2 INTRO. POLYSORBATE";"Changement d'étape";;AHUruQ
573504;"05/03/2019 10:13:23";"-1:00";"pg";"DECONNEXION";"-";;6zk/V9
573505;"05/03/2019 10:13:23";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;LTu4W3
573506;"05/03/2019 10:38:13";"-1:00";"RNP";"Gestion des utilisateurs";"L'utilisateur 'RNP' a ouvert une session avec le groupe 'Technicien de prod.'.";;xzWcwU
573507;"05/03/2019 10:38:25";"-1:00";"RNP";"PHASE: INTRODUCTION LIQUIDES";"Confirmation opérateur";;IuSZ/P
573508;"05/03/2019 10:38:25";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 4 MODE STAND-BY";"Changement d'étape";;ohIK1M
573509;"05/03/2019 10:38:25";"-1:00";"RNP";"PHASE: INTRODUCTION LIQUIDES ETAPE: 7 FIN INTRODUCTION";"Changement d'étape";;xAni48
573510;"05/03/2019 10:38:27";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 5 AUTOR. ENTREE  PROD";"Changement d'étape";;TCdH3O
573511;"05/03/2019 10:38:31";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 6 ARRET POMPE ";"Changement d'étape";;4Biswk
573512;"05/03/2019 10:38:35";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL";"Annulée";;ehrTkR
573513;"05/03/2019 10:38:35";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 0 REPOS";"Changement d'étape";;Ty3/CR
573514;"05/03/2019 10:38:55";"-1:00";"RNP";"PHASE: INTRODUCTION LIQUIDES";"Appel Opérateur";;KfCPqg
573515;"05/03/2019 10:40:11";"-1:00";"RNP";"PHASE: INTRODUCTION LIQUIDES";"Confirmation opérateur";;eorRD7
573516;"05/03/2019 10:40:11";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL";"En Marche";;b5rY7i
573517;"05/03/2019 10:40:11";"-1:00";"RNP";"PHASE: RECIRCULATION ET AGITATION";"En Marche";;B0T3Xo
573518;"05/03/2019 10:40:11";"-1:00";"RNP";"RECETTE: RECETTE DE PRODUCTION PAS N°4: PHASE N°4 - INTRODUCTION LIQUIDES";"Changement du pas de la recette";;4AKo5+
573519;"05/03/2019 10:40:11";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 1 REFROIDISSEMENT";"Changement d'étape";;oAfXis
573520;"05/03/2019 10:40:11";"-1:00";"RNP";"PHASE: RECIRCULATION ET AGITATION ETAPE: 1 RECIRCULATION / AGITATION";"Changement d'étape";;izYl77
573521;"05/03/2019 10:40:11";"-1:00";"RNP";"PHASE: INTRODUCTION LIQUIDES ETAPE: 0 REPOS";"Changement d'étape";;71iXum
573522;"05/03/2019 10:40:15";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 2 DEMARRAGE POMPE ";"Changement d'étape";;xTK1X2
573523;"05/03/2019 10:40:17";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 3 AUTOR. SORTIE PROD";"Changement d'étape";;WjgL09
573524;"05/03/2019 10:40:19";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 7 MODE DISPERSING";"Changement d'étape";;IkvbTd
573525;"05/03/2019 10:55:19";"-1:00";"RNP";"PHASE: RECIRCULATION ET AGITATION";"Appel Opérateur";;U2p1xD
573526;"05/03/2019 10:55:19";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 4 MODE STAND-BY";"Changement d'étape";;WDv9Ad
573527;"05/03/2019 10:55:19";"-1:00";"RNP";"PHASE: RECIRCULATION ET AGITATION ETAPE: 2 FIN RECIRCULATION";"Changement d'étape";;5Wz9G+
573528;"05/03/2019 10:55:23";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 5 AUTOR. ENTREE  PROD";"Changement d'étape";;xEU50T
573529;"05/03/2019 10:55:25";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 6 ARRET POMPE ";"Changement d'étape";;TMcA1f
573530;"05/03/2019 10:55:31";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL";"Annulée";;t1DaRy
573531;"05/03/2019 10:55:31";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 0 REPOS";"Changement d'étape";;Uy64EJ
573532;"05/03/2019 10:56:11";"-1:00";"RNP";"PHASE: RECIRCULATION ET AGITATION";"Confirmation opérateur";;qakTgT
573533;"05/03/2019 10:56:11";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL";"En Marche";;IT732F
573534;"05/03/2019 10:56:11";"-1:00";"RNP";"PHASE: INTRODUCTION LIQUIDES";"En Marche";;cU3NDo
573535;"05/03/2019 10:56:11";"-1:00";"RNP";"RECETTE: RECETTE DE PRODUCTION PAS N°5: PHASE N°5 - RECIRCULATION ET AGITATION";"Changement du pas de la recette";;DkncAZ
573536;"05/03/2019 10:56:11";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 1 REFROIDISSEMENT";"Changement d'étape";;vQhquX
573537;"05/03/2019 10:56:11";"-1:00";"RNP";"PHASE: RECIRCULATION ET AGITATION ETAPE: 0 REPOS";"Changement d'étape";;j990Dx
573538;"05/03/2019 10:56:11";"-1:00";"RNP";"PHASE: INTRODUCTION LIQUIDES ETAPE: 1 RECIRCULATION";"Changement d'étape";;ITUCJ0
573539;"05/03/2019 10:56:17";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 2 DEMARRAGE POMPE ";"Changement d'étape";;8msm4/
573540;"05/03/2019 10:56:19";"-1:00";"RNP";"PHASE: GESTION POMPE YSTRAL ETAPE: 3 AUTOR. SORTIE PROD";"Changement d'étape";;iW3Wfr
